parent,child
h5,g__Mycoplasma|s__arthritidis
h5,g__Sphingomonas|s__sp. HDW15A
h5,g__Hydrogenophaga|s__crassostreae
h0,g__Pyrococcus|s__sp. NA2
p__Tenericutes,g__Mycoplasma|s__nasistruthionis
h1,g__Pseudomonas|s__sp. R4-34-07
h8,g__Streptococcus|s__oralis
h0,g__Aliivibrio|s__salmonicida
h8,g__Providencia|s__vermicola
9,g__Paenisporosarcina|s__antarctica
h1,g__Staphylococcus|s__sp. SDB 2975
h1,g__Erysipelothrix|s__sp. HDW6C
h4,g__Thermotoga|s__naphthophila
p__Proteobacteria,g__Undibacterium|s__parvum
2,g__Terribacillus|s__goriensis
h5,g__Burkholderia|s__mallei
h8,g__Latilactobacillus|s__Lactobacillus graminis
p__Bacteroidetes,g__Dokdonia|s__sp. 4H-3-7-5
h9,g__Bacillus|s__sp. BD59S
p__Firmicutes,g__Bacillus|s__pacificus
42,g__Carnobacterium|s__sp. CP1
h1,g__Bacteroides|s__xylanisolvens
h6,g__Halomonas|s__hydrothermalis
h2,g__Streptomyces|s__sp. CB04723
h1,g__Oligella|s__urethralis
h3,g__Pseudomonas|s__balearica
h7,g__Vibrio|s__azureus
h9,g__Serratia|s__sp. 3ACOL1
h2,g__Erwinia|s__pyrifoliae
25,g__Caldicellulosiruptor|s__bescii
h4,g__Cohnella|s__abietis
h8,g__Megasphaera|s__elsdenii
h0,g__Polynucleobacter|s__wuianus
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,g__Streptococcus|s__equi
h2,g__Guyparkeria|s__halophila
h4,g__Rubrobacter|s__indicoceani
h3,g__Enterobacter|s__cancerogenus
h1,g__Alistipes|s__communis
MucinMucusGlycoproteinMacromoleculedegradation,g__Streptococcus|s__oralis
h0,g__Oenococcus|s__sp. UCMA 16435
h1,g__Euzebya|s__sp. DY32-46
h4,g__Vagococcus|s__carniphilus
h5,g__Methanofollis|s__liminatans
h5,g__Bacillus|s__sp. BS-01
h7,g__Methanosarcina|s__vacuolata
h8,g__Janibacter|s__sp. YB324
h3,g__Pseudoalteromonas|s__sp. Scap06
h0,g__Lysobacter|s__sp. H21R20
h1,g__Brevundimonas|s__sp. M20
p__Firmicutes,g__Acetobacterium|s__woodii
h4,g__Lactococcus|s__raffinolactis
h8,g__Chlamydia|s__pneumoniae
h4,g__Streptomyces|s__actuosus
h9,g__Anaeromyxobacter|s__sp. K
h1,g__Propionibacterium|s__australiense
h1,g__Pseudomonas|s__lurida
SulfurElementalsulfurConsumptionimport,g__Sulfolobus|s__islandicus
h2,g__Aeromonas|s__jandaei
h4,g__Lysinibacillus|s__fusiformis
h8,g__Streptosporangium|s__roseum
h9,g__Paraburkholderia|s__caledonica
h0,g__Sphingobium|s__sp. YBL2
h1,g__Streptomyces|s__sp. Sge12
p__Proteobacteria,g__Roseobacter|s__litoralis
h5,g__Tomitella|s__sp. HY172
h0,g__Pseudoalteromonas|s__piratica
h4,g__Cytobacillus|s__kochii
h4,g__Thermocrinis|s__minervae
h5,g__Calothrix|s__parasitica
h7,g__Leucobacter|s__triazinivorans
h2,g__Chryseobacterium|s__sp. G0162
h7,g__Paraprevotella|s__xylaniphila
h7,g__Sulfurospirillum|s__halorespirans
h2,g__Bacillus|s__cohnii
h3,g__Xanthomonas|s__translucens
h6,g__Piscirickettsia|s__salmonis
h3,g__Spiroplasma|s__alleghenense
h9,g__Citrobacter|s__youngae
h2,g__Mycolicibacillus|s__koreensis
h5,g__Veillonella|s__atypica
h9,g__Microbacterium|s__sp. 1S1
h7,g__Thiomicrospira|s__aerophila
h7,g__Bacillus|s__sp. AM1(2019)
h7,g__Staphylococcus|s__sp. M0911
h8,g__Pantoea|s__stewartii
h8,g__Candidatus Phytoplasma|s__Beet leafhopper transmitted virescence phytoplasma
p__Proteobacteria,g__Wolbachia|s__endosymbiont of Folsomia candida
AcetateProductionexport,g__Prevotella|s__oris
h7,g__Lacticaseibacillus|s__Lactobacillus rhamnosus
h2,g__Pseudomonas|s__sp. KUIN-1
h4,g__Nostoc|s__sp. PCC 7524
h7,g__Ralstonia|s__insidiosa
h8,g__Natrinema|s__versiforme
h0,g__Klebsiella|s__sp. P1CD1
h0,g__Chryseobacterium|s__sp.
h9,g__Kangiella|s__sediminilitoris
h0,g__Aeromonas|s__sp. CU5
h0,g__Selenomonas|s__sp. Marseille-Q3039
h5,g__Spiroplasma|s__cantharicola
h5,g__Vibrio|s__sp. 04Ya108
h5,g__Arcobacter|s__venerupis
CO2Consumptionimport,g__Desulfovibrio|s__piger
h7,g__Vibrio|s__sp. SM1977
h2,g__Rhizobium|s__sp. CIAT894
h1,g__Edwardsiella|s__sp. EA181011
h4,g__Pulveribacter|s__suum
h4,g__Mycolicibacterium|s__sediminis
h0,g__Desulfosarcina|s__alkanivorans
h6,g__Xanthomonas|s__theicola
h8,g__Pontibacter|s__korlensis
h9,g__Candidatus Pelagibacter|s__sp. IMCC9063
h0,g__Kinneretia|s__sp. DAIF2
p__Tenericutes,g__Spiroplasma|s__atrichopogonis
h6,g__Candidatus Pelagibacter|s__sp. IMCC9063
h2,g__Nocardioides|s__sp. S-713
h0,g__Mycolicibacterium|s__rhodesiae
h2,g__Meiothermus|s__taiwanensis
h4,g__Campylobacter|s__showae
h4,g__Methanomassiliicoccus|s__Candidatus Methanomassiliicoccus intestinalis
p__Actinobacteria,g__Pimelobacter|s__simplex
h8,g__Paenibacillus|s__borealis
p__Proteobacteria,g__Pseudomonas|s__saudiphocaensis
h7,g__Corynebacterium|s__sp. 2019
h9,g__Arenimonas|s__daejeonensis
h9,g__Thiocystis|s__violascens
h3,g__Sphingomonas|s__sp. AE3
h5,g__Streptomyces|s__fungicidicus
h0,g__Alkalihalobacillus|s__clausii
h2,g__Hungateiclostridium|s__clariflavum
h3,g__Deinococcus|s__wulumuqiensis
h5,g__Pseudomonas|s__sp. bs2935
h2,g__Pseudanabaena|s__sp. PCC 7367
h7,g__Desulfofarcimen|s__acetoxidans
h2,g__Tuwongella|s__immobilis
h3,g__Brevundimonas|s__mediterranea
h0,g__Acinetobacter|s__ursingii
h2,g__Phycisphaera|s__mikurensis
h0,g__Vibrio|s__cidicii
h0,g__Halorussus|s__sp. RC-68
h6,g__Peptoniphilus|s__ivorii
h7,g__Bradyrhizobium|s__amphicarpaeae
h3,g__Leclercia|s__adecarboxylata
h8,g__Shigella|s__sp. LN126
h0,g__Dehalobacter|s__sp. DCA
h7,g__Mycoplasma|s__struthionis
h2,g__Leucobacter|s__triazinivorans
h5,g__Salinivibrio|s__sp. YCSC6
h5,g__Thauera|s__sp. MZ1T
p__Actinobacteria,g__Agrococcus|s__carbonis
h0,g__Streptomyces|s__sp. P3
h4,g__Chitinolyticbacter|s__meiyuanensis
output,53
h3,g__Xanthomonas|s__sp. SI
h7,g__Psychromonas|s__sp. CNPT3
h9,g__Actinomyces|s__sp. 2129
h4,g__Nocardia|s__arthritidis
h6,g__Aminobacter|s__sp. MSH1
h6,g__Brevundimonas|s__sp. Bb-A
h6,g__Arthrobacter|s__sp. J3.37
h9,g__Klebsiella|s__sp.
h4,g__Streptococcus|s__parasanguinis
h2,g__Nocardia|s__arthritidis
h0,g__Bacillus|s__sp. 1s-1
h0,g__Cellulosilyticum|s__sp. WCF-2
p__Proteobacteria,g__Polynucleobacter|s__duraquae
h1,g__Phreatobacter|s__sp. NMCR1094
h3,g__Rhodococcus|s__pyridinivorans
h9,g__Microcystis|s__viridis
h3,g__Sphingobacterium|s__sp. ML3W
h9,g__Cedecea|s__lapagei
h9,g__Arcobacter|s__trophiarum
p__Euryarchaeota,g__Methanobacterium|s__paludis
h7,g__Weissella|s__hellenica
h3,g__Simplicispira|s__suum
h8,g__Shinella|s__sp. HZN7
Isovalerate3-MethylbutanoicacidConsumptionimport,g__Geobacter|s__metallireducens
h0,g__Glutamicibacter|s__creatinolyticus
h4,g__Actinotalea|s__sp. JY-7876
h0,g__Pandoraea|s__pulmonicola
h6,g__Erwinia|s__gerundensis
h9,g__Sphingomonas|s__taxi
LactoseConsumptionimport,g__Butyrivibrio|s__proteoclasticus
h4,g__Raoultella|s__Enterobacteriaceae endosymbiont of Plateumaris rustica
p__Proteobacteria,g__Bacterioplanes|s__sanyensis
h1,g__Psychrobacter|s__sp. G
h1,g__Bosea|s__sp. ANAM02
h1,g__Pigmentiphaga|s__aceris
h4,g__Phenylobacterium|s__zucineum
h6,g__Pedobacter|s__sp. KBS0701
h8,g__Vibrio|s__sp. 0908
h2,g__Marinobacter|s__salarius
h0,g__Methanobrevibacter|s__ruminantium
h3,g__Campylobacter|s__sputorum
h0,g__Corynebacterium|s__cystitidis
h3,g__Salinicola|s__tamaricis
h9,g__Saccharibacillus|s__brassicae
L-HistidineHistidineConsumptionimport,g__Streptococcus|s__salivarius
0,g__Polymorphum|s__gilvum
21,g__Listeria|s__seeligeri
h0,g__Burkholderia|s__dolosa
h4,g__Brevibacillus|s__laterosporus
h9,g__Halodesulfurarchaeum|s__haloarchaeon TuA4
p__Euryarchaeota,g__Ferroglobus|s__placidus
UreaConsumptionimport,g__Desulfovibrio|s__piger
h3,g__Planococcus|s__donghaensis
h6,g__Segniliparus|s__rotundus
h7,g__Xylophilus|s__rhododendri
h7,g__Desulfococcus|s__multivorans
p__Proteobacteria,g__Wenzhouxiangella|s__sp. AB-CW3
h6,g__Enterobacter|s__sp. RHBSTW-00422
h3,g__Haloarcula|s__sp. CBA1115
h9,g__Cloacibacterium|s__normanense
h8,g__Marinococcus|s__halophilus
h5,g__Pseudomonas|s__sp. B10
14,g__Spirosoma|s__radiotolerans
h5,g__Pseudomonas|s__sp. S09G 359
h8,g__Synechococcus|s__sp. RS9902
h9,g__Dolichospermum|s__compactum
output,D-GalacturonateConsumptionimport
h7,g__Romboutsia|s__sp. CE17
p__Proteobacteria,g__Paracoccus|s__pantotrophus
h1,g__Natronomonas|s__pharaonis
h4,g__Acidobacterium|s__sp. 4Y35
h8,g__Enterococcus|s__thailandicus
h3,g__Maribacter|s__sp. MJ134
h4,g__Streptococcus|s__troglodytae
h2,g__Komagataeibacter|s__saccharivorans
h2,g__Aequorivita|s__sp. H23M31
h7,g__Bradymonas|s__sediminis
h0,g__Methylovulum|s__psychrotolerans
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,g__Pseudomonas|s__aeruginosa
h5,g__Erwinia|s__gerundensis
h4,g__Thauera|s__sp. K11
p__Proteobacteria,g__Methylomonas|s__koyamae
h0,g__Pseudomonas|s__trivialis
D-PsicoseConsumptionimport,g__Bacteroides|s__xylanisolvens
h7,g__Hoyosella|s__subflava
h9,g__Mycobacterium|s__sp. DL90
h9,g__Bacillus|s__sp. SJ-10
h2,g__Fastidiosipila|s__sanguinis
p__Proteobacteria,g__Sterolibacterium|s__denitrificans
h4,g__Ketobacter|s__alkanivorans
h3,g__Mesorhizobium|s__sp. M7A.F.Ce.TU.012.03.2.1
h0,g__Shigella|s__sonnei
h8,g__Weissella|s__hellenica
h4,g__Persephonella|s__marina
h5,g__Arcobacter|s__skirrowii
h8,g__Desulfovibrio|s__sp. IOR2
h1,g__Raoultella|s__Enterobacteriaceae endosymbiont of Plateumaris rustica
h7,g__Anaplasma|s__marginale
h3,g__Paenibacillus|s__sp. IHBB 10380
h3,g__Trueperella|s__pyogenes
h3,g__Neisseria|s__zoodegmatis
h7,g__Echinicola|s__sp. LN3S3
h0,g__Lonsdalea|s__britannica
h3,g__Microlunatus|s__phosphovorus
h1,g__Proteus|s__hauseri
h4,g__Campylobacter|s__hominis
h0,g__Mycobacterium|s__sp. JS623
h0,g__Thauera|s__aromatica
h1,g__Sulfurospirillum|s__cavolei
h4,g__Skermanella|s__pratensis
h6,g__Candidatus Planktophila|s__lacus
h6,g__Salmonella|s__sp. SSDFZ54
h6,g__Thermosynechococcus|s__sp. CL-1
h4,g__Leuconostoc|s__lactis
h0,g__Odoribacter|s__splanchnicus
p__Proteobacteria,g__Brucella|s__sp. BO3
h3,g__Janibacter|s__sp. YB324
p__Proteobacteria,g__Paracoccus|s__kondratievae
h5,g__Sulfitobacter|s__sp. BSw21498
h4,g__Thermoanaerobacter|s__italicus
h1,g__Rhizobium|s__sp. WL3
h4,g__Serratia|s__sp. LS-1
h7,g__Acinetobacter|s__sp. WCHA45
h8,g__Streptococcus|s__infantarius
h9,g__Serratia|s__quinivorans
7,g__Cohnella|s__sp. MFER-1
2,g__Peribacillus|s__muralis
h6,g__Micrococcus|s__sp. A1
h2,g__Flexistipes|s__sinusarabici
h3,g__Pseudomonas|s__moraviensis
h0,g__Massilia|s__umbonata
h0,g__Bifidobacterium|s__animalis
h6,g__Pelodictyon|s__luteolum
h1,g__Pseudomonas|s__lini
h5,g__Capnocytophaga|s__sp. H2931
h3,g__Shewanella|s__aestuarii
h9,g__Eggerthella|s__sp. HF-1101
h5,g__Erythrobacter|s__gangjinensis
h6,g__Rickettsia|s__bellii
p__Proteobacteria,g__Sulfurospirillum|s__multivorans
h1,g__Mycobacterium|s__sp. MS1601
h6,g__Eggerthella|s__sp. HF-1101
h9,g__Nonomuraea|s__nitratireducens
h9,g__Furfurilactobacillus|s__Lactobacillus rossiae
p__Actinobacteria,g__Arthrobacter|s__citreus
h4,g__Colwellia|s__sp. PAMC 21821
h5,g__Candidatus Planktophila|s__sulfonica
h8,g__Rhodoferax|s__saidenbachensis
h2,g__Paenarthrobacter|s__sp. YJN-5
h5,g__Staphylococcus|s__pseudintermedius
h8,g__Haloactinobacterium|s__sp. HY164
h9,g__Stenotrophomonas|s__sp. YAU14D1_LEIMI4_1
h3,g__Candidatus Arthromitus|s__sp. SFB-mouse-NL
h8,g__Selenomonas|s__sputigena
h9,g__Wolbachia|s__endosymbiont of Carposina sasakii
h6,g__Tardibacter|s__chloracetimidivorans
h9,g__Pseudomonas|s__salegens
p__Planctomycetes,g__Alienimonas|s__californiensis
h6,g__Trueperella|s__sp. 19M2397
h8,g__Pseudoalteromonas|s__marina
h7,g__Bartonella|s__apis
h1,g__Arcobacter|s__cryaerophilus
h3,g__Chryseobacterium|s__sp. F5649
h4,g__Thalassospira|s__marina
h9,g__Mycoplasmopsis|s__columbina
h9,g__Citrobacter|s__sp. 172116965
h4,g__Klebsiella|s__grimontii
h6,g__Rickettsia|s__raoultii
h0,g__Methylococcus|s__sp. IM1
4,g__Paraburkholderia|s__terrae
h0,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Plateumaris consimilis
h1,g__Sphingobium|s__sp. RAC03
h1,g__Borreliella|s__Borrelia mayonii
h2,g__Pseudomonas|s__sp. R32
h5,g__Sphingobium|s__amiense
h9,g__Brucella|s__sp. 09RB8471
h2,g__Urechidicola|s__croceus
p__Firmicutes,g__Geobacillus|s__sp. Y4.1MC1
p__Proteobacteria,g__Rickettsia|s__endosymbiont of Ixodes scapularis
p__Proteobacteria,g__Sulfurospirillum|s__sp. SL2-2
h5,g__Draconibacterium|s__orientale
h1,g__Borreliella|s__bissettii
h5,g__Hahella|s__chejuensis
h5,g__Raoultella|s__Enterobacteriaceae endosymbiont of Donacia clavipes
h7,g__Pseudomonas|s__sp. R11-23-07
h8,g__Metallosphaera|s__prunae
SuccinateConsumptionimport,g__Bacillus|s__subtilis
p__Proteobacteria,g__Shewanella|s__oneidensis
h7,g__Wolbachia|s__endosymbiont of Brugia malayi
output,320
p__Actinobacteria,g__Arthrobacter|s__crystallopoietes
h5,g__Defluviitoga|s__tunisiensis
MenaquinoneVitaminK2Consumptionimport,g__Haemophilus|s__parainfluenzae
h4,g__Pseudonocardia|s__sp. HH130629-09
h5,g__Cellulomonas|s__sp. PSBB021
h1,g__Methanosarcina|s__mazei
h3,g__Synechococcus|s__elongatus
h4,g__Pseudomonas|s__sp. SK
h1,g__Porphyromonas|s__gingivalis
p__Firmicutes,g__Liquorilactobacillus|s__nagelii
h3,g__Rhizobium|s__sp. Kim5
h5,g__Vibrio|s__astriarenae
h6,g__Pseudoalteromonas|s__phenolica
h8,g__Thermoanaerobacter|s__mathranii
p__Actinobacteria,g__Rhodococcus|s__sp. WB9
h8,g__Brucella|s__sp. 09RB8910
h1,g__Nocardioides|s__seonyuensis
h4,g__Streptomyces|s__vietnamensis
h0,g__Rhodococcus|s__sp. M8
h1,g__Sphingosinicella|s__sp. BN140058
h1,g__Prochlorococcus|s__marinus
h9,g__Natronomonas|s__moolapensis
h1,g__Pedobacter|s__sp. BG5
h3,g__Enterobacter|s__hormaechei
h4,g__Arachidicoccus|s__sp. B3-10
h1,g__Agrobacterium|s__sp. T29
h7,g__Thermosynechococcus|s__sp. NK55a
h9,g__Burkholderia|s__contaminans
h3,g__Pseudomonas|s__oryzae
h6,g__Denitrovibrio|s__acetiphilus
h2,g__Bacillus|s__amyloliquefaciens
h2,g__Chitinophaga|s__sp. H33E-04
h4,g__Alistipes|s__communis
h6,g__Burkholderia|s__contaminans
L-GlutamineD-GlutamineGlutamineConsumptionimport,g__Clostridium|s__tetani
h3,g__Streptomyces|s__sp. SAT1
h5,g__Dickeya|s__fangzhongdai
h2,g__Sphingomonas|s__sp. LK11
h7,g__Rathayibacter|s__iranicus
h4,g__Clostridium|s__drakei
h7,g__Pseudarthrobacter|s__sp. NIBRBAC000502772
h9,g__Rhizobium|s__sp. TCK
15,g__Sulfurimonas|s__sp. NW10
p__Proteobacteria,g__Bartonella|s__sp. 1-1C
h2,g__Cronobacter|s__condimenti
h1,g__Halomonas|s__sp. PGE1
h8,g__Fuerstia|s__marisgermanicae
2,g__Bartonella|s__bovis
h6,g__Agromyces|s__flavus
h5,g__Enterobacter|s__cloacae complex sp.
h8,g__Nocardioides|s__ungokensis
h8,g__Cohnella|s__sp. KS 22
h9,g__Burkholderia|s__seminalis
p__Actinobacteria,g__Streptomyces|s__sp. SS52
h6,g__Burkholderia|s__seminalis
h8,g__Psychrobacter|s__urativorans
h9,g__Agromyces|s__flavus
h0,g__Stenotrophomonas|s__nitritireducens
h3,g__Mesoplasma|s__florum
h2,g__Streptomyces|s__libani
h4,g__Paenibacillus|s__sp. B01
h8,g__Streptomyces|s__anulatus
h3,g__Pandoraea|s__pnomenusa
h9,g__Methanocaldococcus|s__infernus
h3,g__Pseudomonas|s__sp. S34
h7,g__Rhizobium|s__grahamii
p__Proteobacteria,g__Salmonella|s__sp. SSDFZ54
h0,g__Bartonella|s__sp. TT0105
h0,g__Streptomyces|s__seoulensis
h7,g__Selenomonas|s__sp. oral taxon 478
h5,g__Lactobacillus|s__sp. PC121B
h7,g__Streptococcus|s__porcinus
p__Crenarchaeota,g__Thermofilum|s__uzonense
h0,g__Cedecea|s__sp. FDAARGOS_727
p__Proteobacteria,g__Salmonella|s__Enterobacteriaceae endosymbiont of Macroplea appendiculata
h7,g__Luteimicrobium|s__xylanilyticum
h6,g__Candidatus Pelagibacter|s__sp. FZCC0015
h3,g__Kosakonia|s__arachidis
h6,g__Clostridium|s__carboxidivorans
h8,g__Hymenobacter|s__sp. PAMC 26554
h5,g__Xanthomonas|s__phaseoli
h9,g__Shewanella|s__algae
h9,g__Streptomyces|s__sp. F2
h3,g__Weissella|s__viridescens
h8,g__Sphingobium|s__sp. KCTC 72723
h3,g__Halomonas|s__sp. HL-93
h6,g__Streptomyces|s__sp. F2
h7,g__Castellaniella|s__defragrans
p__Actinobacteria,g__Dietzia|s__lutea
h4,g__Ligilactobacillus|s__ruminis
h9,g__Pseudomonas|s__sp. CC6-YY-74
h9,g__Roseovarius|s__sp. THAF9
h2,g__Pseudomonas|s__lundensis
h6,g__Celeribacter|s__indicus
h1,g__Clostridium|s__sporogenes
h0,g__Anaerocolumna|s__cellulosilytica
h2,g__Isoptericola|s__variabilis
h6,g__Staphylococcus|s__sp. M0911
h7,g__Vibrio|s__ponticus
h6,g__Shigella|s__flexneri
p__Proteobacteria,g__Yersinia|s__kristensenii
NH3AmmoniaNH4AmmoniumProductionexport,g__Ureaplasma|s__urealyticum
h3,g__Pararhodospirillum|s__photometricum
h5,g__Streptomyces|s__sp. RLB1-9
h0,g__Stenotrophomonas|s__sp. NA06056
h1,g__Legionella|s__israelensis
h7,g__Geobacillus|s__sp. C56-T3
h1,g__Gynuella|s__sunshinyii
h2,g__Leptospira|s__interrogans
AcetateConsumptionimport,g__Comamonas|s__testosteroni
h1,g__Cyanothece|s__sp. PCC 7425
h7,g__Bacillus|s__infantis
h1,g__Kribbella|s__flavida
h1,g__Thermococcus|s__sp. EXT12c
h2,g__Brucella|s__pinnipedialis
h4,g__Sphingobium|s__sp. KCTC 72723
h0,g__Pseudoalteromonas|s__sp. THAF3
h7,g__Apilactobacillus|s__Lactobacillus kunkeei
h7,g__Mycoplasma|s__sp. Mirounga ES2806-NAS
h7,g__Mannheimia|s__ovis
h5,g__Proteus|s__columbae
h5,g__Corallococcus|s__macrosporus
h7,g__Enterococcus|s__sp. FDAARGOS_553
h3,g__Tsukamurella|s__tyrosinosolvens
h6,g__Synechococcus|s__sp. RS9907
h5,g__Anaplasma|s__ovis
h1,g__Azospirillum|s__lipoferum
h2,g__Mycolicibacterium|s__hassiacum
h2,g__Sphingobacterium|s__sp. ML3W
p__Spirochaetes,g__Brachyspira|s__intermedia
h0,g__Burkholderia|s__sp. KJ006
h1,g__Streptomyces|s__sp. SCUT-3
h3,g__Nocardioides|s__baekrokdamisoli
output,159
h4,g__Massilia|s__flava
h8,g__Planococcus|s__sp. PAMC 21323
h9,g__Methanothermobacter|s__marburgensis
h6,g__Hathewaya|s__histolytica
h7,g__Borrelia|s__sp. A-FGy1
h0,g__Bradyrhizobium|s__sp. CCBAU 051011
h2,g__Mycetohabitans|s__rhizoxinica
h8,g__Aeromonas|s__sp. ASNIH2
17,g__Caulobacter|s__segnis
h4,g__Veillonella|s__rodentium
p__Actinobacteria,g__Aurantimicrobium|s__minutum
h6,g__Oryzomicrobium|s__Rhodocyclaceae bacterium SHINM1
p__Bacteroidetes,g__Flavivirga|s__eckloniae
0,g__Bacteroides|s__helcogenes
h1,g__Sinorhizobium|s__medicae
h5,g__Microbacterium|s__sp. 1S1
h5,g__Actinomyces|s__naeslundii
h9,g__Streptomyces|s__sp. C8S0
h5,g__Polaromonas|s__sp. E3S
h1,g__Rhizobium|s__sp. IE4771
h6,g__Staphylococcus|s__carnosus
h8,g__Paenibacillus|s__sp. DCT19
h1,g__Streptomyces|s__sp. M2
h0,g__Burkholderia|s__vietnamiensis
199,g__Caldicellulosiruptor|s__saccharolyticus
h8,g__Massilia|s__flava
h6,g__Chthonomonas|s__calidirosea
h0,g__Sebaldella|s__termitidis
h7,g__Halorubrum|s__sp. T3
IndoleConsumptionimport,g__Desulfovibrio|s__piger
p__Euryarchaeota,g__Haloplanus|s__aerogenes
h1,g__Pseudomonas|s__pohangensis
h9,g__Chthonomonas|s__calidirosea
h9,g__Granulibacter|s__bethesdensis
h1,g__Porphyromonas|s__crevioricanis
h5,g__Nocardioides|s__anomalus
h2,g__Paraliobacillus|s__sp. X-1125
h3,g__Paenibacillus|s__kribbensis
h7,g__Mycobacterium|s__pseudoshottsii
h5,g__Mycolicibacter|s__sinensis
h3,g__Agrobacterium|s__sp. CGMCC 11546
h1,g__Lactobacillus|s__gasseri
h4,g__Malaciobacter|s__Arcobacter marinus
h9,g__Shewanella|s__sp. Pdp11
h2,g__Planococcus|s__dechangensis
h9,g__Shewanella|s__japonica
h5,g__Rhodococcus|s__sp. NJ-530
h9,g__Tessaracoccus|s__flavus
194,g__Sulfuricella|s__denitrificans
h3,g__Micromonospora|s__sp. WMMC415
h5,g__Streptococcus|s__equi
h6,g__Luteimonas|s__sp. JM171
h6,g__Cellvibrio|s__sp. KY-GH-1
h4,g__Paenibacillus|s__sp. M-152
h9,g__Plantactinospora|s__sp. KBS50
h1,g__Gloeothece|s__citriformis
h5,g__Pseudomonas|s__sp. LG1D9
h7,g__Treponema|s__caldarium
h8,g__Roseimaritima|s__ulvae
h2,g__Citrobacter|s__sp. 36-4CPA
CO2Consumptionimportproductionexport,g__Bacteroides|s__fragilis
p__Firmicutes,g__Streptococcus|s__sp. oral taxon 064
h5,g__Stenotrophomonas|s__sp. 169
h9,g__Burkholderia|s__metallica
h2,g__Pseudoleptotrichia|s__goodfellowii
h4,g__Paenibacillus|s__sp. IHBB 10380
h7,g__Methylocystis|s__bryophila
6,g__Haloarcula|s__taiwanensis
p__Proteobacteria,g__Psychrobacter|s__sp. KCTC 72983
h3,g__Clostridium|s__sp. MF28
h4,g__Weissella|s__cibaria
h7,g__Kosakonia|s__secondary endosymbiont of Heteropsylla cubana
p__Proteobacteria,g__Immundisolibacter|s__cernigliae
h4,g__Rhodococcus|s__rhodochrous
h8,g__Anoxybacillus|s__amylolyticus
h5,g__Paenibacillus|s__xylanexedens
h8,g__Jiangella|s__alkaliphila
h5,g__Synechococcus|s__sp. SYN20
h6,g__Thiomicrospira|s__cyclica
h1,g__Ornithinimicrobium|s__sp. H23M54
h1,g__Hydrogenobacter|s__sp. T-8
h5,g__Clostridium|s__baratii
h5,g__Sorangium|s__cellulosum
p__Euryarchaeota,g__Halorhabdus|s__sp. CBA1104
h4,g__Pleurocapsa|s__minor
5,g__Fastidiosipila|s__sanguinis
h0,g__Serratia|s__sp. SCBI
h2,g__Streptomyces|s__pristinaespiralis
h2,g__Gordonibacter|s__urolithinfaciens
h5,g__Mycoplasma|s__sp. Mirounga ES2806-GEN
CO2Productionexport,g__Clostridium|s__butyricum
h9,g__Methanopyrus|s__sp. KOL6
h1,g__Marinobacter|s__fonticola
h6,g__Porphyrobacter|s__sp. YT40
h8,g__Bifidobacterium|s__catenulatum
h9,g__Bartonella|s__grahamii
h5,g__Microbacterium|s__sp. BH-3-3-3
h0,g__Paludibacter|s__propionicigenes
h8,g__Bacillus|s__subtilis
p__Proteobacteria,g__Pseudomonas|s__asturiensis
h1,g__Hymenobacter|s__oligotrophus
h2,g__Arcobacter|s__butzleri
h1,g__Cuniculiplasma|s__divulgatum
p__Actinobacteria,g__Dermatophilus|s__congolensis
h1,g__Beijerinckia|s__indica
h3,g__Anabaena|s__sp. 90
h5,g__Ignicoccus|s__hospitalis
p__Proteobacteria,g__Pantoea|s__sp. CCBC3-3-1
h7,g__Sphaerochaeta|s__coccoides
h8,g__Virgibacillus|s__halodenitrificans
h5,g__Rhizobium|s__hidalgonense
p__Actinobacteria,g__Rathayibacter|s__sp. VKM Ac-2762
h7,g__Nocardia|s__nova
h0,g__Methanosarcina|s__barkeri
h8,g__Acinetobacter|s__sp. YH12138
h4,g__Arsenophonus|s__Candidatus Arsenophonus lipoptenae
h6,g__Mycobacteroides|s__saopaulense
8,g__Streptomyces|s__xiamenensis
h2,g__Thiomicrospira|s__cyclica
h2,g__Sphingomonas|s__sediminicola
h5,g__Streptomyces|s__seoulensis
h9,g__Dermacoccus|s__nishinomiyaensis
h7,g__Pseudoclostridium|s__thermosuccinogenes
h2,g__Janthinobacterium|s__sp. SNU WT3
h3,g__Olsenella|s__sp. oral taxon 807
h3,g__Staphylococcus|s__sp. M0911
h8,g__Malaciobacter|s__Arcobacter mytili
h9,g__Actinomyces|s__sp. dk561
h6,g__Thioalkalivibrio|s__sp. K90mix
h6,g__Saccharophagus|s__degradans
h3,g__Corynebacterium|s__flavescens
h3,g__Pseudomonas|s__sp. ADPe
h3,g__Variovorax|s__sp. DB1
h0,g__Arachidicoccus|s__soli
h2,g__Streptomyces|s__antimycoticus
h2,g__Campylobacter|s__coli
h6,g__Nocardioides|s__sp. HDW12A
h7,g__Endozoicomonas|s__montiporae
p__Firmicutes,g__Aeribacillus|s__pallidus
h2,g__Serratia|s__rubidaea
h3,g__Synechococcus|s__sp. SynAce01
h9,g__Geobacillus|s__thermodenitrificans
h9,g__Rhizobium|s__sp. 007
h3,g__Clostridium|s__estertheticum
h7,g__Georgenia|s__sp. Z443
