parent,child
h1,g__Empedobacter|s__brevis
h3,g__Hymenobacter|s__jejuensis
h4,g__Borreliella|s__spielmanii
h7,g__Pseudomonas|s__oryzihabitans
h9,g__Jatrophihabitans|s__sp. GAS493
k__Bacteria,g__Tatumella|s__citrea
h9,g__Veillonella|s__rodentium
h8,g__Sulfuricurvum|s__kujiense
h5,g__Streptomyces|s__harbinensis
k__Bacteria,g__Sporosarcina|s__sp. PTS2304
h9,g__Chryseobacterium|s__piperi
h9,g__Agrobacterium|s__deltaense
CO2Productionexport,g__Butyrivibrio|s__proteoclasticus
h5,g__Laceyella|s__sacchari
output,185
h6,g__Halomonas|s__sp. PA16-9
h9,g__Rhodococcus|s__sp. BH4
h2,g__Blautia|s__coccoides
k__Bacteria,g__Erythrobacter|s__flavus
h0,g__Reinekea|s__forsetii
h4,g__Paenibacillus|s__sp. Y412MC10
k__Bacteria,g__Aureimonas|s__sp. LMG 31693
h4,g__Nocardioides|s__euryhalodurans
h1,g__Synechococcus|s__sp. RS9902
h0,g__Limosilactobacillus|s__Lactobacillus vaginalis
h4,g__Agarilytica|s__rhodophyticola
h6,g__Lachnoclostridium|s__sp. YL32
k__Bacteria,g__Neorhizobium|s__sp. SOG26
h4,g__Haloterrigena|s__sp. YPL8
h6,g__Ligilactobacillus|s__agilis
k__Bacteria,g__Erythrobacter|s__gangjinensis
h9,g__Kangiella|s__geojedonensis
k__Bacteria,g__Pedobacter|s__suwonensis
RiboflavinVitaminB2Consumptionimportproductionexport,g__Bacillus|s__subtilis
h2,g__Corynebacterium|s__sp. NML98-0116
k__Bacteria,g__Paenalcaligenes|s__hominis
LactoseConsumptionimport,g__Streptococcus|s__gordonii
h2,g__Burkholderia|s__humptydooensis
h5,g__Streptococcus|s__sp. HSISS2
h4,g__Enterococcus|s__hirae
h7,g__Mesorhizobium|s__sp. DCY119
126,g__Vibrio|s__sp. ZWAL4003
h9,g__Mycoplasmopsis|s__gallinacea
h9,g__Liberibacter|s__Candidatus Liberibacter africanus
h7,g__Pseudomonas|s__alkylphenolica
h2,g__Aliivibrio|s__fischeri
h5,g__Janthinobacterium|s__sp. 1_2014MBL_MicDiv
h7,g__Actinomyces|s__sp. 2129
h8,g__Steroidobacter|s__denitrificans
k__Bacteria,g__Bradyrhizobium|s__amphicarpaeae
h4,g__Pseudomonas|s__sp. 11K1
h1,g__Nocardia|s__cyriacigeorgica
h3,g__Lactobacillus|s__sp. JM1
h5,g__Halomonas|s__huangheensis
h2,g__Thermosynechococcus|s__sp. CL-1
h0,g__Herbinix|s__luporum
h0,g__Enterobacter|s__sp. RHBSTW-00175
h5,g__Sphingomonas|s__sp. AAP5
16,g__Bifidobacterium|s__longum
h3,g__Chryseobacterium|s__bernardetii
h7,g__Mycoplasma|s__orale
h7,g__Polynucleobacter|s__necessarius
h2,g__Providencia|s__stuartii
h2,g__Methanomethylovorans|s__hollandica
h1,g__Candidatus Arthromitus|s__sp. SFB-mouse
h5,g__Streptomyces|s__sp. 769
h4,g__Clavibacter|s__sp. DM1
h1,g__Lelliottia|s__sp. WB101
k__Bacteria,g__Xylanimonas|s__allomyrinae
h4,g__Polaribacter|s__reichenbachii
h2,g__Hymenobacter|s__swuensis
h4,g__Echinicola|s__vietnamensis
h5,g__Granulosicoccus|s__antarcticus
h5,g__Psychrobacter|s__cryohalolentis
h5,g__Thermosynechococcus|s__vulcanus
h0,g__Bartonella|s__kosoyi
h3,g__Pseudomonas|s__sp. DTU12.1
h8,g__Rouxiella|s__badensis
h9,g__Natronorubrum|s__bangense
h4,g__Chitinibacter|s__fontanus
h4,g__Paraburkholderia|s__megapolitana
k__Bacteria,g__Spiroplasma|s__culicicola
h1,g__Thalassospira|s__marina
h9,g__Enterobacter|s__sp. DSM 30060
h4,g__Vespertiliibacter|s__pulmonis
h7,g__Mycolicibacterium|s__rhodesiae
8,g__Owenweeksia|s__hongkongensis
h3,g__Microbulbifer|s__sp. GL-2
h2,g__Sphingomonas|s__sp. FARSPH
h5,g__Petrimonas|s__mucosa
h9,g__Halomonas|s__sp. SH5A2
h3,g__Anaerococcus|s__mediterraneensis
h1,g__Blastococcus|s__saxobsidens
h7,g__Paenarthrobacter|s__aurescens
k__Bacteria,g__Mesorhizobium|s__sp. 8
h1,g__Bartonella|s__tribocorum
h6,g__Alkalihalobacillus|s__halodurans
h1,g__Mycolicibacterium|s__hassiacum
h0,g__Nocardiopsis|s__dassonvillei
h2,g__Acidihalobacter|s__aeolianus
h0,g__Leuconostoc|s__citreum
h2,g__Roseobacter|s__denitrificans
h6,g__Gloeobacter|s__cyanobacterium endosymbiont of Epithemia turgida
h7,g__Formosa|s__sp. L2A11
h9,g__Oenococcus|s__sp. UCMA 16435
h3,g__Halomonas|s__sp. PA16-9
h9,g__Aeromicrobium|s__sp. A1-2
h8,g__Dokdonia|s__sp. 4H-3-7-5
h4,g__Marinobacter|s__sp. Arc7-DN-1
h7,g__Pseudomonas|s__sp. StFLB209
h8,g__Brucella|s__abortus
h2,g__Bacteroides|s__sp. PHL 2737
h0,g__Yersinia|s__aleksiciae
h6,g__Candidatus Hamiltonella|s__defensa
h9,g__Oblitimonas|s__alkaliphila
h5,g__Flavobacterium|s__nitrogenifigens
h3,g__Lysobacter|s__sp. II4
h7,g__Erythrobacter|s__litoralis
h8,g__Vibrio|s__sp. EJY3
h2,g__Pseudomonas|s__nitroreducens
h9,g__Streptomyces|s__rimosus
h4,g__Acetobacter|s__ghanensis
h6,g__Lysinimonas|s__sp. KACC 19322
h1,g__Paenibacillus|s__sp. FSL R5-0345
h5,g__Desulfotalea|s__psychrophila
k__Bacteria,g__Sphingobacterium|s__lactis
k__Bacteria,g__Peribacillus|s__butanolivorans
k__Bacteria,g__Plantactinospora|s__sp. BC1
h1,g__Stenotrophomonas|s__sp. Pemsol
h5,g__Citrobacter|s__farmeri
h6,g__Tolumonas|s__auensis
h8,g__Fluoribacter|s__dumoffii
h3,g__Bradyrhizobium|s__guangxiense
h6,g__Burkholderia|s__pseudomultivorans
h9,g__Curtobacterium|s__sp. BH-2-1-1
h9,g__Desulfobacula|s__toluolica
h1,g__Roseateles|s__depolymerans
h2,g__Acidiferrobacter|s__endosymbiont of unidentified scaly snail isolate Monju
h4,g__Stenotrophomonas|s__sp. pho
h6,g__Ephemeroptericola|s__cinctiostellae
h7,g__Leptospira|s__borgpetersenii
h9,g__Nostoc|s__sp. TCL26-01
D-FructoseFructoseConsumptionimport,g__Lactobacillus|s__crispatus
h1,g__Vibrio|s__navarrensis
h1,g__Runella|s__sp. SP2
h4,g__Micromonospora|s__viridifaciens
h2,g__Bacillus|s__sp. DU-106
h6,g__Filomicrobium|s__Candidatus Filomicrobium marinum
h4,g__Synechococcus|s__sp. PCC 6312
h0,g__Actinotignum|s__schaalii
h7,g__Cruoricaptor|s__ignavus
h2,g__Lactobacillus|s__paragasseri
h9,g__Synechococcus|s__sp. A15-44
k__Bacteria,g__Pontimonas|s__salivibrio
k__Bacteria,g__Campylobacter|s__sp. CFSAN093227
h6,g__Mucilaginibacter|s__sp. HYN0043
h2,g__Candidatus Sulcia|s__muelleri
h2,g__Lachnoclostridium|s__phocaeense
h8,g__Thermodesulfobium|s__narugense
h8,g__Yersinia|s__sp. KBS0713
h6,g__Runella|s__sp. HYN0085
h7,g__Rheinheimera|s__sp. LHK132
h6,g__Ewingella|s__americana
LinoleicacidOmega-6fattyacidProductionexport,g__Bifidobacterium|s__breve
h3,g__Methanosarcina|s__barkeri
h1,g__Proteiniphilum|s__saccharofermentans
h8,g__Micromonospora|s__sp. L5
h9,g__Massilia|s__violaceinigra
k__Bacteria,g__Pseudomonas|s__otitidis
h1,g__Citrobacter|s__sp. RHBSTW-00678
h2,g__Candidatus Kinetoplastibacterium|s__crithidii
DextrinMaltotrioseMaltodextrinMaltohexaoseMaltotetraoseMaltooligosaccharideConsumptionimport,g__Bifidobacterium|s__pseudocatenulatum
h5,g__Sphingobacterium|s__daejeonense
h0,g__Pseudomonas|s__thivervalensis
h7,g__Humibacter|s__sp. BT305
h1,g__Citrobacter|s__sp. CF971
h2,g__Tardiphaga|s__sp. vice352
h9,g__Nostoc|s__sp. NIES-2111
h4,g__Enterobacter|s__sp. N18-03635
h0,g__Microbacterium|s__sp. 1.5R
h4,g__Xenorhabdus|s__doucetiae
h4,g__Roseiflexus|s__castenholzii
h6,g__Leuconostoc|s__mesenteroides
h4,g__Acidianus|s__ambivalens
h4,g__Paenibacillus|s__larvae
h5,g__Pseudomonas|s__sp. LG1E9
h6,g__Rhizobium|s__favelukesii
h7,g__Kushneria|s__marisflavi
h2,g__Synechococcus|s__sp. MIT S9220
h8,g__Nitrosopumilus|s__Candidatus Nitrosopumilus sediminis
h8,g__Aeromicrobium|s__marinum
h0,g__Microbacterium|s__sp. PM5
h8,g__Phytobacter|s__sp. SCO41
h4,g__Paucilactobacillus|s__Lactobacillus oligofermentans
h2,g__Nostoc|s__punctiforme
h0,g__Afipia|s__sp. GAS231
321,g__Pyrodictium|s__delaneyi
h3,g__Pseudomonas|s__sp. DG56-2
h9,g__Nitrospira|s__Candidatus Nitrospira inopinata
h3,g__Carnobacterium|s__sp.
k__Bacteria,g__Legionella|s__longbeachae
h0,g__Niastella|s__koreensis
h5,g__Anaplasma|s__platys
h0,g__Thermoplasma|s__acidophilum
output,2
LactoseConsumptionimport,g__Odoribacter|s__splanchnicus
h1,g__Micromonospora|s__echinofusca
h2,g__Aeromicrobium|s__marinum
h7,g__Candidatus Nitrosomarinus|s__catalina
h6,g__Sandaracinus|s__amylolyticus
h8,g__Desulfovibrio|s__magneticus
h1,g__Rothia|s__dentocariosa
h0,g__Edwardsiella|s__tarda
h6,g__Streptomyces|s__griseorubiginosus
h6,g__Micromonospora|s__inositola
h7,g__Candidatus Sulcia|s__muelleri
h1,g__Limosilactobacillus|s__Lactobacillus gastricus
h1,g__Kocuria|s__flava
h9,g__Pandoraea|s__vervacti
h0,g__Sphingomonas|s__sp. NIC1
h5,g__Vibrio|s__spartinae
h3,g__Halomonas|s__sp. SH5A2
h8,g__Rickettsia|s__sibirica
h1,g__Vibrio|s__metoecus
h2,g__Ancylobacter|s__pratisalsi
h1,g__Marinobacterium|s__aestuarii
h8,g__Micromonospora|s__zamorensis
h1,g__Candidatus Pelagibacter|s__sp. FZCC0015
h6,g__Tistrella|s__mobilis
h2,g__Streptomyces|s__sp. CB00271
h2,g__Leclercia|s__adecarboxylata
h9,g__Methanopyrus|s__sp. KOL6
k__Bacteria,g__Prevotella|s__intermedia
CelluloseBeta-D-glucanMacromoleculedegradation,g__Bacteroides|s__cellulosilyticus
h6,g__Algibacter|s__sp. L1A34
h6,g__Salinimonas|s__sp. G2-b
k__Bacteria,g__Mycoplasma|s__Candidatus Mycoplasma haemolamae
h1,g__Kitasatospora|s__aureofaciens
h8,g__Staphylococcus|s__schweitzeri
h4,g__Chryseobacterium|s__sp. G0201
h5,g__Paracoccus|s__pantotrophus
H2HydrogenProductionexport,g__Clostridium|s__ljungdahlii
17,g__Neisseria|s__subflava
h8,g__Salinibacterium|s__sp. dk2585
h2,g__Actinobacillus|s__lignieresii
h6,g__Sphingorhabdus|s__sp. YGSMI21
h8,g__Deferribacter|s__desulfuricans
h0,g__Capnocytophaga|s__sp. oral taxon 323
h2,g__Paenibacillus|s__protaetiae
h3,g__Prochlorococcus|s__sp. MIT 0801
h3,g__Dickeya|s__dianthicola
h5,g__Bradyrhizobium|s__sp. CCBAU 53351
h0,g__Methanococcus|s__voltae
k__Bacteria,g__Campylobacter|s__mucosalis
N2Productionexport,g__Bacillus|s__coagulans
h1,g__Microbacterium|s__endophyticum
h1,g__Pseudomonas|s__cremoricolorata
k__Bacteria,g__Candidatus Thioglobus|s__singularis
h3,g__Thiomicrospira|s__cyclica
k__Bacteria,g__Virgibacillus|s__sp. SK37
h0,g__Ochrobactrum|s__anthropi
h2,g__Variovorax|s__sp. 38R
h6,g__Nonlabens|s__sp. Ci31
h7,g__Roseimaritima|s__ulvae
h8,g__Ottowia|s__oryzae
h9,g__Mesoplasma|s__lactucae
h1,g__Serratia|s__sp. JKS000199
k__Bacteria,g__Stigmatella|s__aurantiaca
23,g__Croceicoccus|s__marinus
h1,g__Tardiphaga|s__sp. vice278
k__Bacteria,g__Streptomyces|s__sp. CRXT-Y-14
h0,g__Corynebacterium|s__resistens
h3,g__Micromonospora|s__coriariae
h5,g__Paraburkholderia|s__phenoliruptrix
h7,g__Levilactobacillus|s__Lactobacillus koreensis
h7,g__Legionella|s__lansingensis
h8,g__Halobiforma|s__lacisalsi
h4,g__Georgenia|s__faecalis
h7,g__Advenella|s__kashmirensis
h5,g__Sphingobium|s__sp. SYK-6
h9,g__Gemella|s__sanguinis
k__Bacteria,g__Candidatus Planktophila|s__vernalis
h1,g__Synechocystis|s__sp. PCC 6803
PectinMacromoleculedegradation,g__Acetobacter|s__pasteurianus
h5,g__Deinococcus|s__maricopensis
h3,g__Muricauda|s__lutaonensis
h5,g__Streptomyces|s__fagopyri
h5,g__Thioalkalivibrio|s__paradoxus
h6,g__Nakamurella|s__multipartita
h3,g__Entomomonas|s__moraniae
k__Archaea,g__Thermococcus|s__litoralis
h7,g__Novibacillus|s__thermophilus
h6,g__Rhodovulum|s__sp. P5
h2,g__Haloferax|s__mediterranei
h4,g__Citrobacter|s__youngae
h9,g__Pseudonocardia|s__sp. HH130629-09
h7,g__Natrialba|s__magadii
h5,g__Bacillus|s__sp. KH172YL63
h9,g__Thermus|s__brockianus
h7,g__Sulfolobus|s__sp. A20
h0,g__Paracoccus|s__liaowanqingii
k__Bacteria,g__Cruoricaptor|s__ignavus
h2,g__Rhodoferax|s__antarcticus
h9,g__Stenotrophomonas|s__sp. Pemsol
h7,g__Peribacillus|s__simplex
h4,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Plateumaris sericea
h9,g__Rhodococcus|s__sp. H-CA8f
h3,g__Paracoccus|s__denitrificans
h1,g__Vibrio|s__astriarenae
h9,g__Metallosphaera|s__cuprina
h4,g__Deefgea|s__sp. D17
h6,g__Polaribacter|s__reichenbachii
h6,g__Echinicola|s__vietnamensis
h6,g__Asticcacaulis|s__excentricus
k__Bacteria,g__Gardnerella|s__vaginalis
k__Bacteria,g__Rheinheimera|s__sp. LHK132
h1,g__Bremerella|s__volcania
h3,g__Acidithiobacillus|s__ferrivorans
k__Bacteria,g__Pyruvatibacter|s__mobilis
h5,g__Georhizobium|s__profundi
h6,g__Ligilactobacillus|s__salivarius
h8,g__Raphidiopsis|s__curvata
h9,g__Sphingomonas|s__sanxanigenens
h5,g__Leptospira|s__santarosai
h0,g__Streptomyces|s__sp. NA00687
h4,g__Stenotrophomonas|s__sp. SXG-1
h1,g__Nesterenkonia|s__sp. NBAIMH1
h1,g__Salicibibacter|s__kimchii
h4,g__Pseudomonas|s__sp. TMW 2.1634
h9,g__Lysobacter|s__oculi
h0,g__Lysinimonas|s__sp. KACC 19322
h4,g__Modestobacter|s__marinus
h8,g__Kangiella|s__koreensis
h9,g__Scardovia|s__inopinata
h9,g__Pseudomonas|s__sp. St29
h0,g__Pseudomonas|s__syringae group genomosp. 3
h0,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia crassipes
h6,g__Phycicoccus|s__dokdonensis
h1,g__Octadecabacter|s__arcticus
h9,g__Clostridium|s__diolis
h4,g__Pseudomonas|s__lundensis
h1,g__Variovorax|s__sp. PBL-E5
h6,g__Neisseria|s__musculi
k__Bacteria,g__Staphylococcus|s__delphini
47,g__Variovorax|s__paradoxus
k__Bacteria,g__Candidatus Ishikawaella|s__capsulata
k__Bacteria,g__Pelolinea|s__submarina
h3,g__Saliniradius|s__amylolyticus
EthanolProductionexport,g__Streptococcus|s__suis
h8,g__Kocuria|s__sp. TGY1120_3
h6,g__Erwinia|s__billingiae
h7,g__Proteus|s__sp. ZN5
h0,g__Azorhizobium|s__caulinodans
h6,g__Romboutsia|s__sp. CE17
h7,g__Methanofervidicoccus|s__sp. A16
ValeratePentanoicacidPentanoateConsumptionimport,g__Syntrophobotulus|s__glycolicus
h0,g__Leptospirillum|s__ferriphilum
h1,g__Vibrio|s__gazogenes
h9,g__Shewanella|s__aestuarii
GlycerolConsumptionimport,g__Ilyobacter|s__polytropus
h8,g__Bifidobacterium|s__asteroides
h1,g__Pyrococcus|s__yayanosii
0,g__Algoriphagus|s__machipongonensis
h5,g__Pseudoalteromonas|s__ulvae
h5,g__Entomoplasma|s__freundtii
h9,g__Magnetospira|s__sp. QH-2
h9,g__Streptococcus|s__sp. 'group B'
h6,g__Janthinobacterium|s__agaricidamnosum
h7,g__Acinetobacter|s__nosocomialis
h1,g__Microcystis|s__sp. MC19
152,g__Serinicoccus|s__hydrothermalis
h1,g__Mycoplasma|s__canadense
h1,g__Sulfuricaulis|s__limicola
h8,g__Peptacetobacter|s__hiranonis
k__Bacteria,g__Herbaspirillum|s__seropedicae
h6,g__Enterobacter|s__sp. DSM 30060
h2,g__Ruminococcus|s__albus
h5,g__Xanthomonas|s__euroxanthea
h9,g__Aliarcobacter|s__[Arcobacter] porcinus
h1,g__Clostridium|s__ljungdahlii
h0,g__Chlamydia|s__muridarum
h1,g__Anaeromyxobacter|s__dehalogenans
h4,g__Dokdonia|s__donghaensis
h0,g__Streptomyces|s__sp. S1D4-14
k__Bacteria,g__Citrobacter|s__sp. RHBSTW-00976
h6,g__Sphingosinicella|s__microcystinivorans
h7,g__Acidovorax|s__avenae
h8,g__Rickettsia|s__canadensis
h2,g__Legionella|s__clemsonensis
h1,g__Corynebacterium|s__segmentosum
h9,g__Aggregatibacter|s__segnis
h1,g__Streptococcus|s__sp. DAT741
h1,g__Candidatus Nardonella|s__endosymbiont of Pachyrhynchus infernalis
h9,g__Synechococcus|s__sp. RS9902
h0,g__Aeromonas|s__dhakensis
h8,g__Geobacter|s__sulfurreducens
h1,g__Sulfolobus|s__neozealandicus
h4,g__Thermococcus|s__chitonophagus
h5,g__Xanthomonas|s__cassavae
h5,g__Paenibacillus|s__antarcticus
38,g__Thiospirochaeta|s__perfilievii
h7,g__Arsenophonus|s__endosymbiont of Aphis craccivora
157,g__Jeotgalibaca|s__ciconiae
h9,g__Proteus|s__sp. 3M
h0,g__Acinetobacter|s__sp. ACNIH2
h7,g__Campylobacter|s__jejuni
k__Bacteria,g__Mycobacterium|s__parmense
h1,g__Desulfocurvibacter|s__africanus
h4,g__Carboxydothermus|s__hydrogenoformans
h0,g__Meiothermus|s__taiwanensis
k__Archaea,g__Nitrososphaera|s__Candidatus Nitrososphaera evergladensis
h3,g__Gramella|s__salexigens
h5,g__Wolinella|s__succinogenes
D-GlucoseGlucoseConsumptionimport,g__Pyrococcus|s__furiosus
ValeratePentanoicacidPentanoateConsumptionimport,g__Syntrophothermus|s__lipocalidus
h7,g__Aeromonas|s__encheleia
h5,g__Dyella|s__sp. M7H15-1
h0,g__Ferroglobus|s__placidus
h4,g__Klebsiella|s__sp. LTGPAF-6F
k__Bacteria,g__Cronobacter|s__universalis
h8,g__Arcobacter|s__skirrowii
h6,g__Acidovorax|s__sp. T1
h4,g__Burkholderia|s__sp. THE68
k__Bacteria,g__Enterococcus|s__sp. M190262
17,g__Faecalibaculum|s__rodentium
h4,g__Sphingobium|s__sp. EP60837
h9,g__Alloprevotella|s__sp. E39
h2,g__Mycobacterium|s__kubicae
h9,g__Bacillus|s__tropicus
1,g__Alicyclobacillus|s__acidocaldarius
h2,g__Gordonia|s__sp. YC-JH1
h1,g__Sphingobium|s__sp. SCG-1
h9,g__Syntrophus|s__aciditrophicus
h4,g__Paenibacillus|s__sp. JDR-2
h4,g__Thermococcus|s__nautili
h6,g__Lacticaseibacillus|s__Lactobacillus manihotivorans
h9,g__Spirosoma|s__pollinicola
h2,g__Mycoplasma|s__mobile
h7,g__Acetobacter|s__pomorum
64,g__Enterococcus|s__sp. M190262
h2,g__Desulfovibrio|s__salexigens
h8,g__Crocosphaera|s__subtropica
h8,g__Yersinia|s__massiliensis
h9,g__Collinsella|s__aerofaciens
h2,g__Companilactobacillus|s__Lactobacillus futsaii
h4,g__Polymorphum|s__gilvum
h2,g__Pseudoalteromonas|s__tunicata
h6,g__Mycolicibacterium|s__fluoranthenivorans
h8,g__Peptoclostridium|s__acidaminophilum
h9,g__Arthrobacter|s__sp. J3.40
h0,g__Rhodococcus|s__triatomae
h1,g__Aeropyrum|s__pernix
h6,g__Psychromonas|s__sp. CNPT3
12,g__Paenibacillus|s__barcinonensis
h0,g__Saccharothrix|s__espanaensis
h2,g__Elizabethkingia|s__sp. 2-6
h2,g__Methylacidiphilum|s__kamchatkense
h6,g__Clostridium|s__carboxidivorans
h9,g__Friedmanniella|s__luteola
k__Bacteria,g__Ferrimonas|s__balearica
h3,g__Pseudomonas|s__amygdali
h4,g__Streptomyces|s__xiamenensis
h7,g__Salinarchaeum|s__sp. Harcht-Bsk1
h5,g__Neisseria|s__elongata
h3,g__Erwinia|s__sp. QL-Z3
h5,g__Flavobacterium|s__branchiophilum
h9,g__Desulfatibacillum|s__aliphaticivorans
h1,g__Bacillus|s__sp. FJAT-18017
h5,g__Aquiflexum|s__balticum
h7,g__Thermovirga|s__lienii
h6,g__Spirochaeta|s__africana
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,g__Pseudomonas|s__aeruginosa
h0,g__Thermococcus|s__kodakarensis
h2,g__Oceanicola|s__sp. D3
h7,g__Eubacterium|s__callanderi
h4,g__Caulobacter|s__flavus
D-GlucoseGlucoseConsumptionimport,g__Haloferax|s__volcanii
h8,g__Thauera|s__sp. MZ1T
h8,g__Stenotrophomonas|s__sp. NA06056
h9,g__Thermobaculum|s__terrenum
k__Bacteria,g__Chryseobacterium|s__sp. cx-624
h1,g__Frederiksenia|s__canicola
k__Bacteria,g__Vespertiliibacter|s__pulmonis
6,g__Thermodesulfobium|s__acidiphilum
h0,g__Epibacterium|s__mobile
17,g__Veillonella|s__sp. T1-7
h3,g__Bacteroides|s__sp. PHL 2737
h8,g__Geobacillus|s__sp. C56-T3
h6,g__Mycobacterium|s__gordonae
h9,g__Synechococcus|s__sp. PCC 7336
h9,g__Acinetobacter|s__sp. WCHAc010034
h2,g__Cellulophaga|s__sp. L1A9
h1,g__Candidatus Kinetoplastibacterium|s__oncopeltii
h4,g__Haemophilus|s__haemolyticus
h1,g__Edwardsiella|s__sp. EA181011
h5,g__Lentibacillus|s__amyloliquefaciens
h1,g__Mobilicoccus|s__sp. NJES-13
h5,g__Oceanobacillus|s__kimchii
h7,g__Streptococcus|s__porcinus
h1,g__Serratia|s__plymuthica
h6,g__Streptomyces|s__rutgersensis
h0,g__Cellulosilyticum|s__lentocellum
h4,g__Shewanella|s__chilikensis
h2,g__Gluconacetobacter|s__diazotrophicus
h3,g__Hymenobacter|s__sp. DG25B
h7,g__Streptomyces|s__sp. RLB1-9
k__Bacteria,g__Candidatus Vesicomyosocius|s__sp. SY067_SCS001
117,g__Nocardia|s__nova
h1,g__Staphylococcus|s__condimenti
h8,g__Candidatus Deianiraea|s__vastatrix
h4,g__Neisseria|s__animaloris
h5,g__Ralstonia|s__pseudosolanacearum
h2,g__Janthinobacterium|s__sp. Marseille
h3,g__Neisseria|s__sicca
h2,g__Arthrobacter|s__sp. YN
h4,g__Streptomyces|s__sp. F2
h9,g__Streptomyces|s__sp. KPB2
h0,g__Dietzia|s__lutea
h0,g__Bradyrhizobium|s__sp. CCBAU 51753
k__Bacteria,g__Cedecea|s__sp. FDAARGOS_727
k__Bacteria,g__Streptomyces|s__finlayi
h9,g__Nostoc|s__carneum
h6,g__Neorickettsia|s__sennetsu
output,164
h2,g__Shinella|s__sp. HZN7
h3,g__Jeotgalibacillus|s__malaysiensis
h5,g__Lactobacillus|s__sp. PC121B
h9,g__Phytobacter|s__sp. SCO41
output,D-XyloseXyloseConsumptionimport
h5,g__Psychrobacter|s__sp. P11G3
h4,g__Pedobacter|s__suwonensis
h2,g__Bacillus|s__vallismortis
h2,g__Desulfolutivibrio|s__sulfoxidireducens
h6,g__Synechococcus|s__sp. ROS8604
h1,g__Spirosoma|s__sp. TS118
h2,g__Nocardioides|s__daphniae
h8,g__Paenibacillus|s__sp. Y412MC10
h3,g__Acinetobacter|s__soli
k__Bacteria,g__Rhodobacter|s__capsulatus
h6,g__Bartonella|s__sp. CDC_skunk
h3,g__Sphingopyxis|s__sp. QXT-31
h9,g__Rahnella|s__sp. Y9602
k__Bacteria,g__Nocardioides|s__euryhalodurans
h2,g__Kaistella|s__daneshvariae
h5,g__Bacillus|s__gobiensis
h5,g__Bifidobacterium|s__pullorum
AcetateProductionexport,g__Ruminococcus|s__albus
k__Bacteria,g__Mycobacterium|s__sp. DL90
h0,g__Mycoplasma|s__sp. NEAQ87857
k__Bacteria,g__Microbacterium|s__foliorum
h2,g__Methylomonas|s__methanica
h4,g__Pseudomonas|s__sp. LG1E9
k__Bacteria,g__Erwinia|s__persicina
h5,g__Acidianus|s__ambivalens
h6,g__Streptomyces|s__cinereoruber
h3,g__Phreatobacter|s__cathodiphilus
h8,g__Altererythrobacter|s__amylolyticus
h0,g__Variovorax|s__paradoxus
h3,g__Candidatus Halobonum|s__Halobonum sp. Gai3-2
h4,g__Weissella|s__confusa
h6,g__Candidatus Solibacter|s__usitatus
h3,g__Mycoplasma|s__haemofelis
h3,g__Xanthomonas|s__euvesicatoria
h7,g__Vibrio|s__tritonius
118,g__Microbacterium|s__oxydans
h2,g__Rodentibacter|s__sp. DSM 111151
h0,g__Radiobacillus|s__deserti
h2,g__Sulfurospirillum|s__sp. SL2-2
h3,g__Wenzhouxiangella|s__sp. AB-CW3
h4,g__Kiritimatiella|s__glycovorans
h5,g__Chryseobacterium|s__joostei
h2,g__Thiomicrospira|s__aerophila
h2,g__Chryseobacterium|s__aureum
h5,g__Campylobacter|s__sp. CFSAN093224
h2,g__Nitrosopumilus|s__cobalaminigenes
h6,g__Streptomyces|s__sp. S4.7
h6,g__Mycolicibacterium|s__litorale
h1,g__Pseudomonas|s__simiae
h6,g__Congregibacter|s__litoralis
h9,g__Mycolicibacterium|s__fortuitum
h8,g__Mycobacterium|s__lacus
output,280
1,g__Aminomonas|s__paucivorans
h2,g__Aeromonas|s__hydrophila
h0,g__Methanobacterium|s__sp. MB1
h2,g__Simkania|s__negevensis
AcetateProductionexport,g__Mycoplasma|s__mycoides
h7,g__Bacillus|s__paranthracis
h9,g__Serpentinomonas|s__raichei
h9,g__Stenotrophomonas|s__sp. SXG-1
h7,g__Bacteroides|s__xylanisolvens
k__Archaea,g__Sulfolobus|s__sp. S-194
k__Bacteria,g__Salinicoccus|s__sp.
h0,g__Anaerostipes|s__caccae
h8,g__Otariodibacter|s__oris
h7,g__Enterobacter|s__sp. RHBSTW-00994
h6,g__Pseudomonas|s__sp. MPDS
h1,g__Rodentibacter|s__pneumotropicus
h6,g__Helicobacter|s__canadensis
h7,g__Kushneria|s__konosiri
h6,g__Brucella|s__sp. 09RB8471
h8,g__Kosmotoga|s__olearia
h5,g__Chitinophaga|s__sp. MD30
h6,g__Dinoroseobacter|s__shibae
CO2Consumptionimportproductionexport,g__Bacteroides|s__caccae
h0,g__Vagococcus|s__sp. MN-17
h1,g__Erythrobacter|s__sp. HL-111
k__Bacteria,g__Acetobacter|s__ascendens
h3,g__Chryseobacterium|s__sp. IHB B 17019
h8,g__Kaistella|s__Chryseobacterium jeonii
h2,g__Pyrococcus|s__furiosus
h7,g__Thermoanaerobacter|s__siderophilus
h5,g__Pseudomonas|s__sp. DG56-2
h7,g__Schaalia|s__meyeri
h9,g__Candidatus Planktophila|s__lacus
NH3AmmoniaNH4AmmoniumProductionexport,g__Clostridium|s__sporogenes
h6,g__Rhodopirellula|s__baltica
k__Bacteria,g__Streptomyces|s__atratus
